user_id,product_id,product_name,category,price,rating
166,EL_1296,Dell Laptop,Laptop,31093.13,1
69,CL_8672,Puma Jacket,Clothing,418.86,2.5
325,GR_3212,Amul Milk,Milk,656.4,4.2
139,GR_1324,Britannia Bread,Bakery,813.35,3
343,HO_7676,LG Refrigerator,Home Appliances,36963.05,1.5
252,EL_6072,Lenovo Tablet,Tablet,43191.08,4.3
410,EL_3104,Lenovo Tablet,Tablet,28539.27,1.9
111,HO_8400,LG Refrigerator,Home Appliances,26310.56,2.7
240,EL_6111,Apple Smartwatch,Smartwatch,39982.38,1.8
19,CL_5997,Nike T-Shirt,T-Shirt,4422.43,3.5
154,HO_3153,Whirlpool Washing Machine,Home Appliances,20492.22,2.3
484,HO_1039,Daikin Air Conditioner,Home Appliances,15693.78,3.3
70,HO_9912,Ariel Detergent,Detergent,347.73,1.1
110,GR_8780,Saffola Cooking Oil,Oil,823.66,1.2
306,EL_1326,Samsung Smartphone,Electronics,25889.84,1.3
154,GR_4748,Amul Milk,Milk,274.96,1.7
492,HO_6494,Samsung Microwave,Home Appliances,11123.07,4
350,GR_3523,Local Farm Eggs,Egg,228.49,2.3
13,CL_2287,Puma Jacket,Clothing,496.65,2.7
51,HO_1700,Ariel Detergent,Detergent,316.31,1.6
94,EL_4525,Samsung Smartphone,Electronics,41724.62,3.7
465,EL_3469,Lenovo Tablet,Tablet,10843.68,1.2
60,CL_9399,Puma Jacket,Clothing,3231.8,3.5
222,HO_3018,Samsung Microwave,Home Appliances,14785.46,2.6
319,HO_7503,Pril Dishwashing Liquid,Dishwashing Liquid,403.35,4
93,HO_7720,Daikin Air Conditioner,Home Appliances,18229.17,1.2
361,GR_8089,Daawat Rice,Rice,829.08,1.1
444,CL_7812,Nike T-Shirt,T-Shirt,2534.77,4.2
443,CL_9128,Nike T-Shirt,T-Shirt,2518.03,1.6
240,EL_4497,Samsung Smartphone,Electronics,43016.2,3.8
135,GR_8673,Sundrop Cooking Oil,Groceries,800.7,2.3
19,HO_1159,Ariel Detergent,Detergent,435.39,1.7
5,EL_3892,Apple Smartwatch,Smartwatch,14334.84,3.8
463,GR_7912,Local Farm Eggs,Egg,181.47,3.3
440,HO_4231,Daikin Air Conditioner,Home Appliances,36728.67,3
394,GR_5864,Saffola Cooking Oil,Oil,638.47,1.5
31,HO_7933,Samsung Microwave,Home Appliances,33916.61,4.7
22,HO_7744,Finish Dishwashing Liquid,Dishwashing Liquid,686.09,1.1
304,HO_7250,Tide Detergent,Detergent,698.3,4.7
159,GR_6524,Amul Milk,Milk,447.35,2.5
129,GR_8623,Local Farm Eggs,Egg,188.33,2.3
270,EL_5506,Apple Smartwatch,Smartwatch,15038.27,4.3
493,CL_7652,Adidas Shoes,Shoes,4232.84,2.1
245,EL_7465,Dell Laptop,Laptop,28136.13,2.1
80,GR_8454,Sundrop Cooking Oil,Groceries,168.13,4.1
161,HO_9515,Samsung Microwave,Home Appliances,16722.67,1.8
231,CL_4485,Adidas Shoes,Shoes,3831.44,3.5
257,GR_9957,Britannia Bread,Bakery,843.95,2.1
128,GR_7009,Britannia Bread,Bakery,765.53,1.1
355,CL_8179,Puma Jacket,Clothing,745.51,3
445,HO_4004,Daikin Air Conditioner,Home Appliances,33252.23,4
257,HO_5859,Pril Dishwashing Liquid,Dishwashing Liquid,800.61,2.4
138,CL_3332,Nike T-Shirt,T-Shirt,4232.35,4.8
416,EL_6995,Samsung Smartphone,Electronics,36734.85,4.6
273,HO_6939,Tide Detergent,Detergent,141.46,4.4
297,HO_3943,Ariel Detergent,Detergent,861.67,2
154,HO_6264,Vim Dishwashing Liquid,Dishwashing Liquid,648.89,2.2
444,HO_1305,LG Refrigerator,Home Appliances,14846.73,1.5
344,HO_9275,Daikin Air Conditioner,Home Appliances,15359.03,4.2
436,EL_9713,Samsung Smartphone,Electronics,12974.75,3.2
182,GR_9937,Local Farm Eggs,Egg,148.42,1.2
110,HO_9013,Pril Dishwashing Liquid,Dishwashing Liquid,582.76,4
275,HO_6316,Finish Dishwashing Liquid,Dishwashing Liquid,143.27,2.8
307,CL_4192,Adidas Shoes,Shoes,4087.54,3.1
177,EL_6709,Lenovo Tablet,Tablet,15364.97,3.2
20,CL_4612,Adidas Shoes,Shoes,963.13,1.6
95,HO_7967,Finish Dishwashing Liquid,Dishwashing Liquid,639.71,3.5
297,EL_3882,Lenovo Tablet,Tablet,14800.35,1.2
81,GR_8608,Amul Milk,Milk,476.42,4.9
463,GR_4442,Local Farm Eggs,Egg,868.42,4
191,CL_8745,Adidas Shoes,Shoes,646.61,1.3
28,EL_2674,Lenovo Tablet,Tablet,15429.96,3.1
160,CL_7989,Puma Jacket,Clothing,3969.52,2
360,HO_6390,LG Refrigerator,Home Appliances,30221.71,4.4
116,CL_9866,Puma Jacket,Clothing,2179.08,4
159,HO_4181,Tide Detergent,Detergent,724.29,3.5
200,GR_5805,Saffola Cooking Oil,Oil,177.27,1.3
451,EL_6014,Samsung Smartphone,Electronics,45922.15,2.2
195,CL_3616,Nike T-Shirt,T-Shirt,1670.34,3.2
256,GR_7106,Amul Milk,Milk,498.63,1.2
141,CL_8410,Adidas Shoes,Shoes,3791.5,2.2
239,CL_9045,Puma Jacket,Clothing,790.16,2.7
333,HO_6172,Whirlpool Washing Machine,Home Appliances,14320.34,3.9
309,GR_6679,Fortune Cooking Oil,Oil,625.65,1.1
313,HO_5518,LG Refrigerator,Home Appliances,33135.57,4.7
383,HO_2456,Vim Dishwashing Liquid,Dishwashing Liquid,512.67,3.3
192,HO_1756,Surf Excel Detergent,Detergent,161.44,4
102,CL_9653,Levi's Jeans,Jeans,4159.39,3
70,EL_1400,Lenovo Tablet,Tablet,10756.7,3
254,EL_9695,Dell Laptop,Laptop,40015.16,2.5
484,HO_9890,Surf Excel Detergent,Detergent,762.23,2
194,HO_2024,Vim Dishwashing Liquid,Dishwashing Liquid,987.45,1.5
98,HO_6838,Vim Dishwashing Liquid,Dishwashing Liquid,409.71,2.5
422,GR_7366,Fortune Cooking Oil,Oil,993.17,1.5
348,CL_1341,Levi's Jeans,Jeans,721.24,3
58,CL_9998,Nike T-Shirt,T-Shirt,2549.5,3.7
350,HO_5559,Daikin Air Conditioner,Home Appliances,29516.02,1.8
367,CL_7825,Adidas Shoes,Shoes,1678.27,2.8
457,GR_1677,Britannia Bread,Bakery,238.64,3.7
350,CL_5145,Levi's Jeans,Jeans,3908.12,4.5
332,CL_1980,Levi's Jeans,Jeans,2028.33,2.5
449,GR_5454,Daawat Rice,Rice,585.53,3
429,EL_9651,Samsung Smartphone,Electronics,28209.17,2.3
353,GR_6559,Fortune Cooking Oil,Oil,835.7,2.5
7,CL_1557,Adidas Shoes,Shoes,1145.76,4.6
345,HO_1575,Whirlpool Washing Machine,Home Appliances,31321.63,1.7
433,GR_9352,Daawat Rice,Rice,546.75,3.4
127,HO_2439,Vim Dishwashing Liquid,Dishwashing Liquid,982.18,1.5
181,HO_1243,Surf Excel Detergent,Detergent,385.72,2.3
118,EL_6151,Lenovo Tablet,Tablet,30687.48,2.7
496,CL_7585,Nike T-Shirt,T-Shirt,2154.08,1.1
104,HO_5910,Daikin Air Conditioner,Home Appliances,32089.78,2.5
371,EL_4090,Dell Laptop,Laptop,20477.91,2
258,HO_4372,Tide Detergent,Detergent,300.25,4.5
171,CL_3804,Puma Jacket,Clothing,4404.71,4.8
16,GR_1763,Amul Milk,Milk,376.65,1.8
311,GR_5871,Amul Milk,Milk,612.96,4
272,CL_4743,Adidas Shoes,Shoes,2273.66,3.7
259,HO_3762,Pril Dishwashing Liquid,Dishwashing Liquid,391.96,2.2
42,GR_7777,Sundrop Cooking Oil,Groceries,97.7,3
408,EL_7190,Samsung Smartphone,Electronics,24307.09,4.4
269,EL_8813,Samsung Smartphone,Electronics,12363.47,2.4
65,HO_9115,Finish Dishwashing Liquid,Dishwashing Liquid,339.65,1.1
192,GR_4017,Local Farm Eggs,Egg,763.44,4
180,HO_2023,Samsung Microwave,Home Appliances,12126.25,1.2
336,EL_5062,Apple Smartwatch,Smartwatch,30762.09,3.7
304,GR_3923,Fortune Cooking Oil,Oil,53.62,2.9
434,HO_7180,Surf Excel Detergent,Detergent,637.91,1
81,HO_1921,Ariel Detergent,Detergent,492.51,4.2
248,HO_5252,Pril Dishwashing Liquid,Dishwashing Liquid,631.7,3.7
289,EL_7659,Lenovo Tablet,Tablet,28218.83,1.7
160,HO_6228,Whirlpool Washing Machine,Home Appliances,14095.94,1.2
488,HO_6304,Pril Dishwashing Liquid,Dishwashing Liquid,467.42,2.9
261,CL_3889,Adidas Shoes,Shoes,3408.65,4.9
67,EL_1578,Apple Smartwatch,Smartwatch,6307.39,2.3
393,HO_8789,Daikin Air Conditioner,Home Appliances,23849.48,2.3
121,HO_1084,LG Refrigerator,Home Appliances,34864.43,2.1
308,EL_5241,Dell Laptop,Laptop,35550.94,4.3
49,EL_8974,Apple Smartwatch,Smartwatch,28408.85,4.4
103,HO_4909,Vim Dishwashing Liquid,Dishwashing Liquid,672.95,3.7
264,HO_8384,Pril Dishwashing Liquid,Dishwashing Liquid,623.19,3.4
204,HO_6879,Samsung Microwave,Home Appliances,34651.9,2
136,HO_8860,Daikin Air Conditioner,Home Appliances,22105.6,3.6
444,HO_5624,Tide Detergent,Detergent,322.16,4
301,HO_7044,Ariel Detergent,Detergent,237.57,2.9
297,CL_1998,Adidas Shoes,Shoes,4020.3,3.2
309,GR_4308,Daawat Rice,Rice,713.86,4.8
141,GR_2901,Sundrop Cooking Oil,Groceries,197.58,4.4
469,EL_6995,Lenovo Tablet,Tablet,9086.59,2.4
1,HO_1340,Ariel Detergent,Detergent,415.69,1.2
353,HO_3686,Pril Dishwashing Liquid,Dishwashing Liquid,275.86,3.7
61,GR_2437,Local Farm Eggs,Egg,977.31,4.2
309,HO_7982,Samsung Microwave,Home Appliances,25023.66,3.8
29,EL_1523,Lenovo Tablet,Tablet,40091.29,2.1
333,HO_4401,Vim Dishwashing Liquid,Dishwashing Liquid,589.72,2.7
305,HO_1469,Finish Dishwashing Liquid,Dishwashing Liquid,996.83,1.9
394,HO_3356,Samsung Microwave,Home Appliances,32318.68,1.9
232,HO_4966,Samsung Microwave,Home Appliances,5432.74,4.1
27,HO_1381,Surf Excel Detergent,Detergent,125.34,4.5
139,HO_9728,Daikin Air Conditioner,Home Appliances,6080.54,3.8
39,CL_6574,Nike T-Shirt,T-Shirt,731.69,3.8
487,CL_3968,Levi's Jeans,Jeans,3304.81,2.2
274,EL_7390,Samsung Smartphone,Electronics,42523.04,2.1
445,GR_5445,Britannia Bread,Bakery,662.8,3.8
174,EL_4744,Dell Laptop,Laptop,47319.44,4.7
109,HO_3954,Surf Excel Detergent,Detergent,416.16,4.7
368,GR_7596,Sundrop Cooking Oil,Groceries,717.2,1.2
383,EL_1375,Samsung Smartphone,Electronics,11806.57,4.9
389,CL_7667,Puma Jacket,Clothing,4844.57,4.4
432,CL_2612,Nike T-Shirt,T-Shirt,2775.92,4.1
396,GR_7741,Local Farm Eggs,Egg,731.49,4.9
216,HO_5212,Surf Excel Detergent,Detergent,822.22,4.5
464,HO_3980,Whirlpool Washing Machine,Home Appliances,32751.2,1.2
424,CL_1487,Levi's Jeans,Jeans,1559.4,4.3
106,EL_9208,Lenovo Tablet,Tablet,40995.24,2
494,GR_9271,Daawat Rice,Rice,904.77,1
478,EL_5946,Lenovo Tablet,Tablet,22238.8,1.4
437,GR_5709,Sundrop Cooking Oil,Groceries,677.08,1
241,HO_1164,LG Refrigerator,Home Appliances,27550.11,2.1
182,GR_6855,Daawat Rice,Rice,220.7,3.3
438,CL_8218,Adidas Shoes,Shoes,1525.05,3
189,EL_8796,Samsung Smartphone,Electronics,39010.85,1.7
172,HO_4452,Samsung Microwave,Home Appliances,34243.27,3.3
418,EL_4454,Dell Laptop,Laptop,25400.15,2.2
408,GR_1505,Saffola Cooking Oil,Oil,554.05,3
93,CL_2411,Puma Jacket,Clothing,1392.29,4.5
218,HO_2147,Daikin Air Conditioner,Home Appliances,22945.43,2.3
340,HO_1804,Surf Excel Detergent,Detergent,141.76,1.1
62,HO_8240,Tide Detergent,Detergent,725.79,1.7
18,CL_7609,Levi's Jeans,Jeans,1298.08,2.9
177,HO_3050,Ariel Detergent,Detergent,560.57,1.1
400,CL_8161,Adidas Shoes,Shoes,2521.29,2.8
131,HO_7738,Vim Dishwashing Liquid,Dishwashing Liquid,108.49,1
188,EL_3870,Apple Smartwatch,Smartwatch,10280.27,4.7
267,HO_6960,Vim Dishwashing Liquid,Dishwashing Liquid,928.32,4.9
27,HO_9336,Daikin Air Conditioner,Home Appliances,34062.88,1.3
150,CL_2170,Puma Jacket,Clothing,537.3,4.5
59,HO_1032,Ariel Detergent,Detergent,397.48,3.4
356,HO_9573,Pril Dishwashing Liquid,Dishwashing Liquid,988.44,2.5
379,GR_3598,Local Farm Eggs,Egg,118.71,2.9
275,CL_3665,Nike T-Shirt,T-Shirt,2618.65,3.8
389,HO_5214,Surf Excel Detergent,Detergent,272.94,2.1
58,EL_8793,Apple Smartwatch,Smartwatch,6291.46,4.8
349,HO_1256,Daikin Air Conditioner,Home Appliances,7943.74,4.8
49,CL_2083,Adidas Shoes,Shoes,4081.23,2.2
350,CL_2618,Puma Jacket,Clothing,992.51,4.1
103,GR_5247,Fortune Cooking Oil,Oil,356.55,2.1
169,HO_9640,Tide Detergent,Detergent,539.68,4.2
229,HO_3068,LG Refrigerator,Home Appliances,31411.66,3.9
249,GR_2110,Britannia Bread,Bakery,337.48,3.9
372,GR_8452,Sundrop Cooking Oil,Groceries,490.35,1
272,HO_8899,Whirlpool Washing Machine,Home Appliances,14613.87,3.2
88,CL_6124,Puma Jacket,Clothing,3518.07,1.4
93,GR_5261,Saffola Cooking Oil,Oil,167.66,2.4
474,HO_8293,Vim Dishwashing Liquid,Dishwashing Liquid,189.57,3.6
43,CL_3126,Puma Jacket,Clothing,2075.97,3.6
386,EL_8499,Apple Smartwatch,Smartwatch,28078.94,3.2
237,HO_8580,Vim Dishwashing Liquid,Dishwashing Liquid,994.36,1.8
205,EL_5608,Lenovo Tablet,Tablet,30058.37,1.9
136,GR_3643,Britannia Bread,Bakery,112.71,4.9
15,CL_1812,Levi's Jeans,Jeans,499.31,4.3
71,HO_2413,Finish Dishwashing Liquid,Dishwashing Liquid,467.43,1.6
40,HO_2211,Vim Dishwashing Liquid,Dishwashing Liquid,401.02,1.1
110,HO_1717,Vim Dishwashing Liquid,Dishwashing Liquid,242.28,1.1
264,CL_7291,Adidas Shoes,Shoes,372.19,3.3
210,HO_6585,Surf Excel Detergent,Detergent,774.9,3.5
193,HO_8633,Tide Detergent,Detergent,922.04,3.1
460,HO_8399,Samsung Microwave,Home Appliances,7829.2,1.7
12,GR_1485,Britannia Bread,Bakery,886.07,3.4
129,EL_8677,Lenovo Tablet,Tablet,24229.85,2.2
224,HO_6360,Daikin Air Conditioner,Home Appliances,6151.95,2.2
340,HO_5865,Ariel Detergent,Detergent,697.61,1.4
294,CL_5730,Nike T-Shirt,T-Shirt,2730.78,4
222,EL_9464,Samsung Smartphone,Electronics,28190.27,1.5
349,HO_5263,Surf Excel Detergent,Detergent,181.48,2.5
29,HO_5130,Daikin Air Conditioner,Home Appliances,14299.32,1.8
75,GR_6872,Daawat Rice,Rice,608.98,3.1
225,EL_4368,Lenovo Tablet,Tablet,34562.74,2.6
92,CL_5247,Nike T-Shirt,T-Shirt,3777.93,3.2
415,EL_6528,Apple Smartwatch,Smartwatch,14361.06,3.8
368,HO_4801,Vim Dishwashing Liquid,Dishwashing Liquid,865.08,1.2
13,EL_1043,Dell Laptop,Laptop,48402.59,4.7
278,HO_4289,Daikin Air Conditioner,Home Appliances,33765.55,1.6
49,HO_5861,Tide Detergent,Detergent,862.39,4.8
328,GR_2900,Britannia Bread,Bakery,67.16,3.9
134,EL_3176,Apple Smartwatch,Smartwatch,23538.86,3.3
1,GR_5663,Fortune Cooking Oil,Oil,911.15,1.9
285,GR_7558,Britannia Bread,Bakery,70.44,4.6
397,GR_2012,Fortune Cooking Oil,Oil,68.03,2.5
177,HO_7439,Vim Dishwashing Liquid,Dishwashing Liquid,554.69,1.6
211,HO_5460,Samsung Microwave,Home Appliances,23584.96,3.3
462,EL_9966,Samsung Smartphone,Electronics,13862.11,1.5
25,GR_1630,Local Farm Eggs,Egg,724.22,4.6
197,EL_3292,Apple Smartwatch,Smartwatch,7217.12,2.1
315,HO_9965,Whirlpool Washing Machine,Home Appliances,14530.26,2.1
436,EL_6999,Apple Smartwatch,Smartwatch,7500.12,1.8
319,HO_5254,Daikin Air Conditioner,Home Appliances,12258.91,4.4
201,GR_6759,Fortune Cooking Oil,Oil,267.67,4.6
429,HO_9970,Tide Detergent,Detergent,701.8,2.1
371,EL_8049,Dell Laptop,Laptop,13659.24,4.7
31,GR_8584,Daawat Rice,Rice,698.48,2.8
433,HO_3545,LG Refrigerator,Home Appliances,12689.51,4
77,HO_7996,Ariel Detergent,Detergent,806.82,3.9
435,EL_5881,Apple Smartwatch,Smartwatch,47511.2,1.3
169,EL_6834,Dell Laptop,Laptop,6912.15,1.2
222,HO_1267,Vim Dishwashing Liquid,Dishwashing Liquid,935.9,3.6
11,HO_9192,Samsung Microwave,Home Appliances,37684.9,1.2
395,HO_8556,Tide Detergent,Detergent,745.95,4
222,HO_6354,Samsung Microwave,Home Appliances,36806.08,2.8
234,HO_3362,Samsung Microwave,Home Appliances,34185.95,3.9
113,CL_8689,Nike T-Shirt,T-Shirt,588.86,2.8
489,HO_5351,Pril Dishwashing Liquid,Dishwashing Liquid,428.93,4
366,EL_2621,Apple Smartwatch,Smartwatch,24395.73,4.5
204,HO_3137,Ariel Detergent,Detergent,355.75,3.6
199,HO_4781,Samsung Microwave,Home Appliances,5522.73,3.9
431,HO_1074,Samsung Microwave,Home Appliances,14687.57,2.9
119,HO_8380,Pril Dishwashing Liquid,Dishwashing Liquid,739.29,4.8
183,EL_1453,Apple Smartwatch,Smartwatch,28128.55,2.2
416,HO_8598,Samsung Microwave,Home Appliances,35109.55,3.4
397,EL_3345,Apple Smartwatch,Smartwatch,9788.98,2
168,CL_5748,Nike T-Shirt,T-Shirt,4596.71,4.3
173,EL_3249,Dell Laptop,Laptop,34610.51,4.1
156,CL_3436,Nike T-Shirt,T-Shirt,1058.1,4.8
239,GR_7883,Saffola Cooking Oil,Oil,528.93,2.1
67,HO_8812,Vim Dishwashing Liquid,Dishwashing Liquid,922.02,1.7
329,HO_1085,Finish Dishwashing Liquid,Dishwashing Liquid,805.65,4.7
280,HO_3557,Ariel Detergent,Detergent,955.32,5
7,GR_9151,Amul Milk,Milk,938.68,2.6
148,HO_6978,Pril Dishwashing Liquid,Dishwashing Liquid,603.12,3
233,GR_8475,Daawat Rice,Rice,881.56,3.7
145,EL_5131,Dell Laptop,Laptop,44999.85,2.8
289,EL_2425,Apple Smartwatch,Smartwatch,44413.95,1.2
171,HO_9658,LG Refrigerator,Home Appliances,10156.62,1.2
120,HO_9908,LG Refrigerator,Home Appliances,10285.39,1.3
473,CL_9408,Adidas Shoes,Shoes,2084.84,2.1
283,EL_3171,Lenovo Tablet,Tablet,14216.31,4.1
135,HO_7079,LG Refrigerator,Home Appliances,35620.66,4
372,EL_4738,Lenovo Tablet,Tablet,20070.43,2.4
481,GR_4547,Amul Milk,Milk,446.34,2.8
126,GR_9133,Amul Milk,Milk,298.11,4.8
399,GR_1539,Local Farm Eggs,Egg,84.21,3.4
235,HO_9980,Samsung Microwave,Home Appliances,14494.64,3.2
439,EL_7278,Samsung Smartphone,Electronics,39660.48,4.9
132,GR_7108,Britannia Bread,Bakery,168.82,3
222,HO_9657,Surf Excel Detergent,Detergent,617.35,4.2
180,CL_7015,Nike T-Shirt,T-Shirt,4319.22,4.3
453,HO_5931,Finish Dishwashing Liquid,Dishwashing Liquid,767.73,1
253,CL_7745,Puma Jacket,Clothing,2436.92,1.3
163,CL_6749,Puma Jacket,Clothing,407.34,1.9
24,CL_3261,Levi's Jeans,Jeans,962.19,2.9
21,CL_1951,Nike T-Shirt,T-Shirt,2389.54,1.6
159,CL_2563,Puma Jacket,Clothing,4783.91,4.4
186,GR_3786,Amul Milk,Milk,73.89,3.7
424,GR_1981,Britannia Bread,Bakery,145.8,3
171,CL_7960,Levi's Jeans,Jeans,3078.42,2
285,CL_9659,Levi's Jeans,Jeans,3789.01,2.7
411,CL_2960,Nike T-Shirt,T-Shirt,4237.7,1.8
